,home_team,away_team,xG_home,xG_away
0,West Bromwich Albion,Everton,2.01885,1.83897
1,West Bromwich Albion,Middlesbrough,0.696845,0.396816
2,West Bromwich Albion,West Ham,1.94229,2.37422
3,West Bromwich Albion,Tottenham,1.30365,1.32318
4,West Bromwich Albion,Manchester City,0.596605,2.48018
5,West Bromwich Albion,Burnley,1.40512,0.571005
6,West Bromwich Albion,Watford,1.17737,1.476
7,West Bromwich Albion,Swansea,1.78268,1.07221
8,West Bromwich Albion,Manchester United,0.600426,0.983306
9,West Bromwich Albion,Hull,0.883566,0.992341
10,West Bromwich Albion,Sunderland,1.3279,0.440887
11,West Bromwich Albion,Stoke,1.84983,1.10818
12,West Bromwich Albion,Bournemouth,1.6124,1.22747
13,West Bromwich Albion,Crystal Palace,0.3746,1.39171
14,West Bromwich Albion,Arsenal,2.11737,0.995221
15,West Bromwich Albion,Southampton,2.01721,0.910339
16,West Bromwich Albion,Liverpool,0.590375,1.30017
17,West Bromwich Albion,Leicester,0.809101,0.570664
18,West Bromwich Albion,Chelsea,0.529155,1.76954
