,home_team,away_team,xG_home,xG_away
0,Manchester City,Chelsea,2.18579,0.482423
1,Manchester City,Watford,1.52895,0.363603
2,Manchester City,West Ham,2.98465,0.995273
3,Manchester City,Newcastle United,3.3346,0.980279
4,Manchester City,Bournemouth,4.71274,0.173025
5,Manchester City,Norwich,2.83557,1.17497
6,Manchester City,Liverpool,1.08612,2.61697
7,Manchester City,Southampton,2.12331,1.24478
8,Manchester City,Swansea,1.34338,0.962789
9,Manchester City,Sunderland,3.51848,1.08103
10,Manchester City,Everton,1.44957,0.369548
11,Manchester City,Crystal Palace,1.74025,0.613339
12,Manchester City,Leicester,1.70719,2.50168
13,Manchester City,Tottenham,1.97876,1.23517
14,Manchester City,Aston Villa,2.83271,0.121136
15,Manchester City,Manchester United,1.86249,0.900312
16,Manchester City,West Bromwich Albion,2.07325,1.09413
17,Manchester City,Stoke,2.22482,1.09174
18,Manchester City,Arsenal,0.75375,1.08084
