,home_team,away_team,xG_home,xG_away
0,Crystal Palace,Huddersfield,0.988934,1.73657
1,Crystal Palace,Swansea,0.818951,0.966783
2,Crystal Palace,Southampton,2.03243,1.11428
3,Crystal Palace,Chelsea,1.51873,0.651919
4,Crystal Palace,West Ham,2.91672,0.742845
5,Crystal Palace,Everton,2.02983,1.68728
6,Crystal Palace,Stoke,1.48339,0.628292
7,Crystal Palace,Bournemouth,4.61208,0.962374
8,Crystal Palace,Watford,1.10545,1.40441
9,Crystal Palace,Arsenal,1.14522,1.84104
10,Crystal Palace,Manchester City,1.72153,1.09586
11,Crystal Palace,Burnley,1.80971,0.907849
12,Crystal Palace,Newcastle United,3.00238,1.14408
13,Crystal Palace,Tottenham,0.184958,1.65074
14,Crystal Palace,Manchester United,0.74138,1.25439
15,Crystal Palace,Liverpool,1.90868,1.72037
16,Crystal Palace,Brighton,2.49925,1.54485
17,Crystal Palace,Leicester,2.7876,0.941395
18,Crystal Palace,West Bromwich Albion,2.36491,0.216004
