,home_team,away_team,xG_home,xG_away
0,Manchester City,Huddersfield,4.60356,0.663731
1,Manchester City,Newcastle United,2.46904,0.554763
2,Manchester City,Fulham,4.91621,0.342698
3,Manchester City,Brighton,2.90697,0.23023
4,Manchester City,Burnley,4.48577,0.370236
5,Manchester City,Southampton,2.76272,1.81466
6,Manchester City,Manchester United,2.02764,0.97089
7,Manchester City,Bournemouth,2.83557,0.715009
8,Manchester City,Everton,1.79848,1.6235
9,Manchester City,Crystal Palace,1.27118,1.14609
10,Manchester City,Liverpool,1.00357,1.3801
11,Manchester City,Wolverhampton Wanderers,3.11947,0.0985446
12,Manchester City,Arsenal,3.03102,0.703542
13,Manchester City,Chelsea,4.04218,0.901867
14,Manchester City,West Ham,3.67741,0.400125
15,Manchester City,Watford,3.75714,0.407168
16,Manchester City,Cardiff,3.53913,0.135788
17,Manchester City,Tottenham,2.06185,1.19894
18,Manchester City,Leicester,1.08617,0.537307
