,home_team,away_team,xG_home,xG_away
0,Leicester,Wolverhampton Wanderers,0.222843,1.09349
1,Leicester,Liverpool,0.981217,1.22722
2,Leicester,Huddersfield,1.80404,0.688176
3,Leicester,Everton,1.10472,1.14952
4,Leicester,West Ham,1.95344,1.56009
5,Leicester,Burnley,1.5091,0.368393
6,Leicester,Watford,1.41758,1.19923
7,Leicester,Tottenham,0.357742,0.917968
8,Leicester,Manchester City,1.55714,1.34781
9,Leicester,Cardiff,1.51648,0.493212
10,Leicester,Southampton,1.75983,1.41659
11,Leicester,Manchester United,1.40067,1.49717
12,Leicester,Crystal Palace,0.946697,1.57739
13,Leicester,Brighton,1.92171,1.20566
14,Leicester,Fulham,2.13494,0.15103
15,Leicester,Bournemouth,1.8935,0.790333
16,Leicester,Newcastle United,0.877377,0.945804
17,Leicester,Arsenal,3.6797,0.600697
18,Leicester,Chelsea,0.345306,1.26735
