,home_team,away_team,xG_home,xG_away
0,Crystal Palace,Liverpool,0.368608,2.82183
1,Crystal Palace,Southampton,2.35193,3.13612
2,Crystal Palace,Newcastle United,0.930793,0.229309
3,Crystal Palace,Wolverhampton Wanderers,1.03714,0.755654
4,Crystal Palace,Arsenal,2.38115,0.845197
5,Crystal Palace,Tottenham,0.688016,1.55381
6,Crystal Palace,Burnley,2.03785,0.302477
7,Crystal Palace,Leicester,0.39698,0.895305
8,Crystal Palace,Cardiff,2.43202,1.05926
9,Crystal Palace,Chelsea,0.199002,0.741471
10,Crystal Palace,Watford,1.1617,1.56262
11,Crystal Palace,Fulham,2.19582,0.560836
12,Crystal Palace,West Ham,2.68412,1.74711
13,Crystal Palace,Manchester United,1.69334,1.54089
14,Crystal Palace,Brighton,1.44291,0.129312
15,Crystal Palace,Huddersfield,2.84701,0.926991
16,Crystal Palace,Manchester City,0.318169,2.86236
17,Crystal Palace,Everton,0.261344,1.15217
18,Crystal Palace,Bournemouth,2.85899,1.8981
