,home_team,away_team,xG_home,xG_away
0,Everton,Southampton,2.02004,1.77471
1,Everton,Huddersfield,0.616013,0.660035
2,Everton,West Ham,1.26774,1.52437
3,Everton,Fulham,2.31538,0.536317
4,Everton,Crystal Palace,1.92794,1.50174
5,Everton,Brighton,2.59305,0.676348
6,Everton,Cardiff,2.48066,0.879108
7,Everton,Newcastle United,2.10943,1.52214
8,Everton,Watford,1.72686,1.63043
9,Everton,Tottenham,1.00121,2.55514
10,Everton,Leicester,0.871304,0.644144
11,Everton,Bournemouth,1.7814,1.52828
12,Everton,Wolverhampton Wanderers,1.36252,1.85729
13,Everton,Manchester City,0.111559,2.60922
14,Everton,Liverpool,0.241879,0.811272
15,Everton,Chelsea,2.24031,1.24394
16,Everton,Arsenal,2.69396,0.201885
17,Everton,Manchester United,1.5204,0.305982
18,Everton,Burnley,1.76461,0.473292
