,home_team,away_team,xG_home,xG_away
0,Newcastle United,Tottenham,0.974497,2.58097
1,Newcastle United,Chelsea,0.209337,1.49669
2,Newcastle United,Arsenal,0.412121,0.90461
3,Newcastle United,Leicester,0.397301,1.34341
4,Newcastle United,Brighton,1.71169,0.675798
5,Newcastle United,Watford,0.691575,2.5452
6,Newcastle United,Bournemouth,2.57545,1.91687
7,Newcastle United,West Ham,1.12583,2.62697
8,Newcastle United,Wolverhampton Wanderers,0.4601,1.57799
9,Newcastle United,Fulham,0.289508,0.245408
10,Newcastle United,Manchester United,0.691878,2.6754
11,Newcastle United,Cardiff,2.518,0.255727
12,Newcastle United,Manchester City,0.992326,1.33896
13,Newcastle United,Huddersfield,3.03313,0.133934
14,Newcastle United,Burnley,1.70312,1.74201
15,Newcastle United,Everton,2.37896,1.15114
16,Newcastle United,Crystal Palace,0.943175,0.907988
17,Newcastle United,Southampton,1.23033,1.27102
18,Newcastle United,Liverpool,1.29707,1.48081
