,home_team,away_team,xG_home,xG_away
0,Brighton,West Ham,2.40461,1.00856
1,Brighton,Southampton,0.997711,2.07795
2,Brighton,Burnley,1.68545,0.341654
3,Brighton,Tottenham,2.60017,0.478504
4,Brighton,Everton,1.15279,1.04723
5,Brighton,Norwich,2.65496,0.455082
6,Brighton,Leicester,0.784706,3.50917
7,Brighton,Wolverhampton Wanderers,0.951621,1.87208
8,Brighton,Sheffield United,0.428371,1.65933
9,Brighton,Bournemouth,1.05876,0.500726
10,Brighton,Chelsea,1.56978,1.57497
11,Brighton,Aston Villa,1.30028,1.02045
12,Brighton,Watford,0.76201,0.280048
13,Brighton,Crystal Palace,1.78712,2.17159
14,Brighton,Arsenal,0.670973,0.69627
15,Brighton,Manchester United,0.31013,1.20903
16,Brighton,Liverpool,2.3646,2.61624
17,Brighton,Manchester City,0.149588,5.51767
18,Brighton,Newcastle United,0.855896,0.929091
