,home_team,away_team,xG_home,xG_away
0,Liverpool,Norwich,2.23456,0.842407
1,Liverpool,Arsenal,2.78821,0.985542
2,Liverpool,Newcastle United,2.93281,0.291073
3,Liverpool,Leicester,3.74867,0.0982107
4,Liverpool,Tottenham,2.18851,1.35143
5,Liverpool,Manchester City,1.3319,1.48104
6,Liverpool,Brighton,1.36832,0.867601
7,Liverpool,Everton,2.41397,1.76453
8,Liverpool,Watford,1.56674,1.01166
9,Liverpool,Wolverhampton Wanderers,1.49124,0.363764
10,Liverpool,Sheffield United,3.0465,0.634607
11,Liverpool,Manchester United,2.00655,1.4185
12,Liverpool,Southampton,3.7195,0.716298
13,Liverpool,West Ham,2.48209,0.638236
14,Liverpool,Bournemouth,1.89453,1.29544
15,Liverpool,Crystal Palace,2.56729,0.0645285
16,Liverpool,Aston Villa,1.0837,0.689775
17,Liverpool,Burnley,2.17649,0.452331
18,Liverpool,Chelsea,1.45179,2.38205
