,home_team,away_team,xG_home,xG_away
0,Chelsea,Leicester,1.22629,0.947941
1,Chelsea,Sheffield United,2.30579,1.04649
2,Chelsea,Liverpool,1.23321,1.03003
3,Chelsea,Brighton,4.26443,0.616263
4,Chelsea,Newcastle United,2.30068,0.197082
5,Chelsea,Crystal Palace,3.28903,0.479488
6,Chelsea,West Ham,2.73185,1.12034
7,Chelsea,Aston Villa,1.9774,0.86086
8,Chelsea,Bournemouth,2.02119,1.20777
9,Chelsea,Southampton,0.859973,0.981321
10,Chelsea,Burnley,2.87633,0.717407
11,Chelsea,Arsenal,3.38612,0.568077
12,Chelsea,Manchester United,0.940204,0.681814
13,Chelsea,Tottenham,1.78193,0.265879
14,Chelsea,Everton,2.02883,0.445922
15,Chelsea,Manchester City,4.206,0.690594
16,Chelsea,Watford,2.78877,0.608971
17,Chelsea,Norwich,3.05119,0.0631109
18,Chelsea,Wolverhampton Wanderers,1.15938,0.164561
